i,k,s,rxn,met
874,886,1.0,B3GNT312g_cho,galacglcgal14acglcgalgluside_cho_g
106,887,1.0,ST3GAL62g_cho,h_g
112,887,-1.0,ST3GAL62g_cho,cmpacna_g
114,887,1.0,ST3GAL62g_cho,cmp_g
874,887,-1.0,ST3GAL62g_cho,galacglcgal14acglcgalgluside_cho_g
877,887,1.0,ST3GAL62g_cho,acngalacglcgal14acglcgalgluside_cho_g
8,888,1.0,PNTK,h_c
50,888,-1.0,PNTK,atp_c
52,888,1.0,PNTK,adp_c
290,888,-1.0,PNTK,pnto_R_c
878,888,1.0,PNTK,4ppan_c
8,889,-1.0,CBR2,h_c
11,889,1.0,CBR2,nadp_c
12,889,-1.0,CBR2,nadph_c
298,889,-1.0,CBR2,prostge2_c
300,889,1.0,CBR2,prostgf2_c
13,890,1.0,GGT6,h2o_c
121,890,-1.0,GGT6,glu_L_c
879,890,-1.0,GGT6,leuktrE4_c
880,890,1.0,GGT6,leuktrF4_c
13,891,-1.0,LTA4H,h2o_c
353,891,-1.0,LTA4H,leuktrA4_c
359,891,1.0,LTA4H,leuktrB4_c
298,892,1.0,PGESc,prostge2_c
882,892,-1.0,PGESc,prostgh2_c
3,893,-2.0,PGS,o2_c
8,893,-1.0,PGS,h_c
11,893,1.0,PGS,nadp_c
12,893,-1.0,PGS,nadph_c
13,893,1.0,PGS,h2o_c
230,893,-1.0,PGS,arachd_c
882,893,1.0,PGS,prostgh2_c
1,894,-1.0,RE3012R,h2o_r
2,894,2.0,RE3012R,h_r
391,894,-1.0,RE3012R,nad_r
393,894,1.0,RE3012R,nadh_r
887,894,-1.0,RE3012R,CE2053_r
888,894,1.0,RE3012R,leuktrB4wcooh_r
458,895,-4.0,GGH_10FTHF5GLUl,h2o_l
898,895,-1.0,GGH_10FTHF5GLUl,10fthf5glu_l
899,895,4.0,GGH_10FTHF5GLUl,glu_L_l
900,895,1.0,GGH_10FTHF5GLUl,10fthf_l
197,896,-1.0,GGH_10FTHF6GLUe,h2o_e
210,896,1.0,GGH_10FTHF6GLUe,glu_L_e
897,896,1.0,GGH_10FTHF6GLUe,10fthf5glu_e
901,896,-1.0,GGH_10FTHF6GLUe,10fthf6glu_e
458,897,-1.0,GGH_10FTHF6GLUl,h2o_l
898,897,1.0,GGH_10FTHF6GLUl,10fthf5glu_l
899,897,1.0,GGH_10FTHF6GLUl,glu_L_l
902,897,-1.0,GGH_10FTHF6GLUl,10fthf6glu_l
458,898,-1.0,GGH_10FTHF7GLUl,h2o_l
899,898,1.0,GGH_10FTHF7GLUl,glu_L_l
902,898,1.0,GGH_10FTHF7GLUl,10fthf6glu_l
903,898,-1.0,GGH_10FTHF7GLUl,10fthf7glu_l
458,899,-4.0,GGH_5DHFl,h2o_l
899,899,4.0,GGH_5DHFl,glu_L_l
905,899,-1.0,GGH_5DHFl,5dhf_l
906,899,1.0,GGH_5DHFl,dhf_l
197,900,-4.0,GGH_5THFe,h2o_e
210,900,4.0,GGH_5THFe,glu_L_e
907,900,-1.0,GGH_5THFe,5thf_e
908,900,1.0,GGH_5THFe,thf_e
458,901,-4.0,GGH_5THFl,h2o_l
899,901,4.0,GGH_5THFl,glu_L_l
909,901,-1.0,GGH_5THFl,5thf_l
910,901,1.0,GGH_5THFl,thf_l
197,902,-1.0,GGH_6DHFe,h2o_e
210,902,1.0,GGH_6DHFe,glu_L_e
904,902,1.0,GGH_6DHFe,5dhf_e
911,902,-1.0,GGH_6DHFe,6dhf_e
458,903,-1.0,GGH_6DHFl,h2o_l
899,903,1.0,GGH_6DHFl,glu_L_l
905,903,1.0,GGH_6DHFl,5dhf_l
912,903,-1.0,GGH_6DHFl,6dhf_l
197,904,-1.0,GGH_6THFe,h2o_e
210,904,1.0,GGH_6THFe,glu_L_e
907,904,1.0,GGH_6THFe,5thf_e
913,904,-1.0,GGH_6THFe,6thf_e
458,905,-1.0,GGH_6THFl,h2o_l
899,905,1.0,GGH_6THFl,glu_L_l
909,905,1.0,GGH_6THFl,5thf_l
914,905,-1.0,GGH_6THFl,6thf_l
458,906,-1.0,GGH_7DHFl,h2o_l
899,906,1.0,GGH_7DHFl,glu_L_l
912,906,1.0,GGH_7DHFl,6dhf_l
915,906,-1.0,GGH_7DHFl,7dhf_l
458,907,-1.0,GGH_7THFl,h2o_l
899,907,1.0,GGH_7THFl,glu_L_l
914,907,1.0,GGH_7THFl,6thf_l
916,907,-1.0,GGH_7THFl,7thf_l
8,908,1.0,MTHFC,h_c
13,908,-1.0,MTHFC,h2o_c
894,908,-1.0,MTHFC,methf_c
895,908,1.0,MTHFC,10fthf_c
43,909,1.0,MTHFCm,h_m
46,909,-1.0,MTHFCm,h2o_m
917,909,-1.0,MTHFCm,methf_m
918,909,1.0,MTHFCm,10fthf_m
7,910,-1.0,MTHFD2,nad_c
10,910,1.0,MTHFD2,nadh_c
894,910,1.0,MTHFD2,methf_c
919,910,-1.0,MTHFD2,mlthf_c
44,911,1.0,MTHFD2m,nadh_m
47,911,-1.0,MTHFD2m,nad_m
795,911,-1.0,MTHFD2m,mlthf_m
917,911,1.0,MTHFD2m,methf_m
7,912,-1.0,r0792,nad_c
8,912,2.0,r0792,h_c
10,912,1.0,r0792,nadh_c
919,912,1.0,r0792,mlthf_c
920,912,-1.0,r0792,5mthf_c
8,913,-1.0,CDS_cho,h_c
136,913,1.0,CDS_cho,ppi_c
500,913,-1.0,CDS_cho,ctp_c
615,913,-1.0,CDS_cho,pa_cho_c
921,913,1.0,CDS_cho,cdpdag_cho_c
8,914,1.0,CEPTE_cho,h_c
286,914,1.0,CEPTE_cho,pe_cho_c
673,914,-1.0,CEPTE_cho,dag_cho_c
922,914,-1.0,CEPTE_cho,cdpea_c
923,914,1.0,CEPTE_cho,cmp_c
8,915,1.0,CHOLK,h_c
50,915,-1.0,CHOLK,atp_c
52,915,1.0,CHOLK,adp_c
200,915,-1.0,CHOLK,chol_c
670,915,1.0,CHOLK,cholp_c
8,916,1.0,DAGK_cho,h_c
50,916,-1.0,DAGK_cho,atp_c
52,916,1.0,DAGK_cho,adp_c
615,916,1.0,DAGK_cho,pa_cho_c
673,916,-1.0,DAGK_cho,dag_cho_c
354,917,1.0,DAGKn_cho,h_n
611,917,-1.0,DAGKn_cho,atp_n
613,917,1.0,DAGKn_cho,adp_n
924,917,-1.0,DAGKn_cho,dag_cho_n
925,917,1.0,DAGKn_cho,pa_cho_n
8,918,1.0,ETHAK,h_c
50,918,-1.0,ETHAK,atp_c
52,918,1.0,ETHAK,adp_c
926,918,-1.0,ETHAK,etha_c
927,918,1.0,ETHAK,ethamp_c
43,919,1.0,GLYKm,h_m
131,919,-1.0,GLYKm,atp_m
608,919,1.0,GLYKm,adp_m
733,919,1.0,GLYKm,glyc3p_m
928,919,-1.0,GLYKm,glyc_m
8,920,1.0,GPDDA1,h_c
13,920,-1.0,GPDDA1,h2o_c
200,920,1.0,GPDDA1,chol_c
732,920,1.0,GPDDA1,glyc3p_c
929,920,-1.0,GPDDA1,g3pc_c
8,921,1.0,LPASE_cho,h_c
13,921,-1.0,LPASE_cho,h2o_c
675,921,1.0,LPASE_cho,Rtotal_c
929,921,1.0,LPASE_cho,g3pc_c
930,921,-1.0,LPASE_cho,lpchol_cho_c
8,922,1.0,PAFH_cho,h_c
13,922,-1.0,PAFH_cho,h2o_c
156,922,1.0,PAFH_cho,ac_c
931,922,-1.0,PAFH_cho,paf_cho_c
932,922,1.0,PAFH_cho,ak2lgchol_cho_c
141,923,1.0,PAFHe_cho,h_e
155,923,1.0,PAFHe_cho,ac_e
197,923,-1.0,PAFHe_cho,h2o_e
933,923,-1.0,PAFHe_cho,paf_cho_e
934,923,1.0,PAFHe_cho,ak2lgchol_cho_e
35,924,1.0,PAFS_cho,coa_c
49,924,-1.0,PAFS_cho,accoa_c
931,924,1.0,PAFS_cho,paf_cho_c
932,924,-1.0,PAFS_cho,ak2lgchol_cho_c
8,925,1.0,PCHOLP_cho,h_c
13,925,-1.0,PCHOLP_cho,h2o_c
200,925,1.0,PCHOLP_cho,chol_c
615,925,1.0,PCHOLP_cho,pa_cho_c
672,925,-1.0,PCHOLP_cho,pchol_cho_c
106,926,1.0,PCHOLPg_cho,h_g
413,926,-1.0,PCHOLPg_cho,h2o_g
616,926,1.0,PCHOLPg_cho,pa_cho_g
935,926,-1.0,PCHOLPg_cho,pchol_cho_g
936,926,1.0,PCHOLPg_cho,chol_g
43,927,1.0,PCHOLPm_cho,h_m
46,927,-1.0,PCHOLPm_cho,h2o_m
937,927,-1.0,PCHOLPm_cho,pchol_cho_m
938,927,1.0,PCHOLPm_cho,chol_m
939,927,1.0,PCHOLPm_cho,pa_cho_m
1,928,-1.0,PCHOLPr_cho,h2o_r
2,928,1.0,PCHOLPr_cho,h_r
618,928,1.0,PCHOLPr_cho,pa_cho_r
940,928,-1.0,PCHOLPr_cho,pchol_cho_r
941,928,1.0,PCHOLPr_cho,chol_r
43,929,3.0,PETOHMm_cho,h_m
937,929,1.0,PETOHMm_cho,pchol_cho_m
942,929,-1.0,PETOHMm_cho,pe_cho_m
943,929,-3.0,PETOHMm_cho,amet_m
944,929,3.0,PETOHMm_cho,ahcys_m
8,930,1.0,PI4P5K_cho,h_c
50,930,-1.0,PI4P5K_cho,atp_c
52,930,1.0,PI4P5K_cho,adp_c
945,930,-1.0,PI4P5K_cho,pail4p_cho_c
946,930,1.0,PI4P5K_cho,pail45p_cho_c
8,931,1.0,PIK4_cho,h_c
50,931,-1.0,PIK4_cho,atp_c
52,931,1.0,PIK4_cho,adp_c
603,931,-1.0,PIK4_cho,pail_cho_c
945,931,1.0,PIK4_cho,pail4p_cho_c
8,932,1.0,PLA2_2_cho,h_c
13,932,-1.0,PLA2_2_cho,h2o_c
672,932,-1.0,PLA2_2_cho,pchol_cho_c
737,932,1.0,PLA2_2_cho,Rtotal2_c
930,932,1.0,PLA2_2_cho,lpchol_cho_c
141,933,1.0,PLA2_2e_cho,h_e
197,933,-1.0,PLA2_2e_cho,h2o_e
738,933,1.0,PLA2_2e_cho,Rtotal2_e
947,933,-1.0,PLA2_2e_cho,pchol_cho_e
948,933,1.0,PLA2_2e_cho,lpchol_cho_e
168,934,-1.0,PSSA1_cho,ser_L_c
200,934,1.0,PSSA1_cho,chol_c
302,934,1.0,PSSA1_cho,ps_cho_c
672,934,-1.0,PSSA1_cho,pchol_cho_c
168,935,-1.0,PSSA2_cho,ser_L_c
286,935,-1.0,PSSA2_cho,pe_cho_c
302,935,1.0,PSSA2_cho,ps_cho_c
926,935,1.0,PSSA2_cho,etha_c
8,936,1.0,RE3301C,h_c
13,936,-1.0,RE3301C,h2o_c
168,936,1.0,RE3301C,ser_L_c
302,936,-1.0,RE3301C,ps_cho_c
615,936,1.0,RE3301C,pa_cho_c
8,937,-1.0,BILIRED,h_c
11,937,1.0,BILIRED,nadp_c
12,937,-1.0,BILIRED,nadph_c
189,937,1.0,BILIRED,bilirub_c
952,937,-1.0,BILIRED,biliverd_c
7,938,1.0,BILIRED2,nad_c
8,938,-1.0,BILIRED2,h_c
10,938,-1.0,BILIRED2,nadh_c
189,938,1.0,BILIRED2,bilirub_c
952,938,-1.0,BILIRED2,biliverd_c
458,939,-1.0,GLCAASE1ly,h2o_l
953,939,-1.0,GLCAASE1ly,hs_deg9_l
954,939,1.0,GLCAASE1ly,glcur_l
955,939,1.0,GLCAASE1ly,hs_deg10_l
458,940,-1.0,GLCNACASE1ly,h2o_l
464,940,1.0,GLCNACASE1ly,acgam_l
956,940,-1.0,GLCNACASE1ly,hs_deg3_l
957,940,1.0,GLCNACASE1ly,hs_deg4_l
458,941,-1.0,GLCNACASE2ly,h2o_l
464,941,1.0,GLCNACASE2ly,acgam_l
953,941,1.0,GLCNACASE2ly,hs_deg9_l
958,941,-1.0,GLCNACASE2ly,hs_deg8_l
458,942,-1.0,GLCNACASE5ly,h2o_l
464,942,1.0,GLCNACASE5ly,acgam_l
961,942,-1.0,GLCNACASE5ly,hs_deg24_l
962,942,1.0,GLCNACASE5ly,hs_deg25_l
458,943,-1.0,HS1ly,h2o_l
667,943,1.0,HS1ly,h_l
963,943,-1.0,HS1ly,hs_deg1_l
964,943,1.0,HS1ly,hs_deg2_l
965,943,1.0,HS1ly,so4_l
458,944,-1.0,HS2ly,h2o_l
667,944,1.0,HS2ly,h_l
965,944,1.0,HS2ly,so4_l
966,944,-1.0,HS2ly,hs_deg6_l
967,944,1.0,HS2ly,hs_deg7_l
458,945,-1.0,HS3ly,h2o_l
667,945,1.0,HS3ly,h_l
965,945,1.0,HS3ly,so4_l
968,945,-1.0,HS3ly,hs_deg12_l
969,945,1.0,HS3ly,hs_deg13_l
458,946,-1.0,HS4ly,h2o_l
667,946,1.0,HS4ly,h_l
965,946,1.0,HS4ly,so4_l
970,946,-1.0,HS4ly,hs_deg18_l
971,946,1.0,HS4ly,hs_deg19_l
35,947,1.0,HSAT1ly,coa_c
49,947,-1.0,HSAT1ly,accoa_c
667,947,1.0,HSAT1ly,h_l
956,947,1.0,HSAT1ly,hs_deg3_l
964,947,-1.0,HSAT1ly,hs_deg2_l
35,948,1.0,HSAT2ly,coa_c
49,948,-1.0,HSAT2ly,accoa_c
667,948,1.0,HSAT2ly,h_l
958,948,1.0,HSAT2ly,hs_deg8_l
967,948,-1.0,HSAT2ly,hs_deg7_l
35,949,1.0,HSAT3ly,coa_c
49,949,-1.0,HSAT3ly,accoa_c
667,949,1.0,HSAT3ly,h_l
959,949,1.0,HSAT3ly,hs_deg14_l
969,949,-1.0,HSAT3ly,hs_deg13_l
35,950,1.0,HSAT4ly,coa_c
49,950,-1.0,HSAT4ly,accoa_c
667,950,1.0,HSAT4ly,h_l
960,950,1.0,HSAT4ly,hs_deg20_l
971,950,-1.0,HSAT4ly,hs_deg19_l
458,951,-1.0,IDOAASE1ly,h2o_l
726,951,1.0,IDOAASE1ly,idour_l
957,951,-1.0,IDOAASE1ly,hs_deg4_l
972,951,1.0,IDOAASE1ly,hs_deg5_l
458,952,-1.0,S6TASE1ly,h2o_l
667,952,1.0,S6TASE1ly,h_l
963,952,1.0,S6TASE1ly,hs_deg1_l
965,952,1.0,S6TASE1ly,so4_l
973,952,-1.0,S6TASE1ly,hs_l
458,953,-1.0,S6TASE2ly,h2o_l
667,953,1.0,S6TASE2ly,h_l
965,953,1.0,S6TASE2ly,so4_l
966,953,1.0,S6TASE2ly,hs_deg6_l
972,953,-1.0,S6TASE2ly,hs_deg5_l
458,954,-1.0,S6TASE3ly,h2o_l
667,954,1.0,S6TASE3ly,h_l
965,954,1.0,S6TASE3ly,so4_l
968,954,1.0,S6TASE3ly,hs_deg12_l
974,954,-1.0,S6TASE3ly,hs_deg11_l
458,955,-1.0,NACHEX27ly,h2o_l
464,955,1.0,NACHEX27ly,acgam_l
976,955,-1.0,NACHEX27ly,ha_deg1_l
977,955,1.0,NACHEX27ly,ha_pre1_l
13,956,-1.0,MI123456PP,h2o_c
53,956,1.0,MI123456PP,pi_c
979,956,-1.0,MI123456PP,minohp_c
980,956,1.0,MI123456PP,mi13456p_c
8,957,1.0,MI13456PK,h_c
50,957,-1.0,MI13456PK,atp_c
52,957,1.0,MI13456PK,adp_c
979,957,1.0,MI13456PK,minohp_c
980,957,-1.0,MI13456PK,mi13456p_c
13,958,-1.0,MI1345PP,h2o_c
53,958,1.0,MI1345PP,pi_c
981,958,-1.0,MI1345PP,mi1345p_c
982,958,1.0,MI1345PP,mi134p_c
13,959,-1.0,MI134P4P,h2o_c
53,959,1.0,MI134P4P,pi_c
982,959,-1.0,MI134P4P,mi134p_c
983,959,1.0,MI134P4P,mi13p_c
8,960,1.0,MI134PK_5,h_c
50,960,-1.0,MI134PK_5,atp_c
52,960,1.0,MI134PK_5,adp_c
981,960,1.0,MI134PK_5,mi1345p_c
982,960,-1.0,MI134PK_5,mi134p_c
8,961,1.0,MI145PK,h_c
50,961,-1.0,MI145PK,atp_c
52,961,1.0,MI145PK,adp_c
981,961,1.0,MI145PK,mi1345p_c
984,961,-1.0,MI145PK,mi145p_c
13,962,-1.0,MI145PP,h2o_c
53,962,1.0,MI145PP,pi_c
984,962,-1.0,MI145PP,mi145p_c
985,962,1.0,MI145PP,mi14p_c
13,963,-1.0,MI14P4P,h2o_c
53,963,1.0,MI14P4P,pi_c
985,963,-1.0,MI14P4P,mi14p_c
986,963,1.0,MI14P4P,mi1p_D_c
13,964,-1.0,MI1PP,h2o_c
53,964,1.0,MI1PP,pi_c
269,964,1.0,MI1PP,inost_c
986,964,-1.0,MI1PP,mi1p_D_c
13,965,-1.0,MI3PP,h2o_c
53,965,1.0,MI3PP,pi_c
269,965,1.0,MI3PP,inost_c
987,965,-1.0,MI3PP,mi3p_D_c
987,966,1.0,MI3PS,mi3p_D_c
988,966,-1.0,MI3PS,g6p_c
8,967,1.0,MI4PK,h_c
50,967,-1.0,MI4PK,atp_c
52,967,1.0,MI4PK,adp_c
989,967,-1.0,MI4PK,mi4p_D_c
990,967,1.0,MI4PK,mi34p_c
13,968,-1.0,MI4PP,h2o_c
53,968,1.0,MI4PP,pi_c
269,968,1.0,MI4PP,inost_c
989,968,-1.0,MI4PP,mi4p_D_c
50,969,-1.0,MINOHPK,atp_c
52,969,1.0,MINOHPK,adp_c
979,969,-1.0,MINOHPK,minohp_c
991,969,1.0,MINOHPK,ppmi12346p_c
611,970,-1.0,MINOHPKn,atp_n
613,970,1.0,MINOHPKn,adp_n
992,970,-1.0,MINOHPKn,minohp_n
993,970,1.0,MINOHPKn,ppmi12346p_n
13,971,-1.0,PI345P5P_cho,h2o_c
53,971,1.0,PI345P5P_cho,pi_c
994,971,-1.0,PI345P5P_cho,pail345p_cho_c
995,971,1.0,PI345P5P_cho,pail34p_cho_c
13,972,-1.0,PI34P3P,h2o_c
53,972,1.0,PI34P3P,pi_c
945,972,1.0,PI34P3P,pail4p_cho_c
995,972,-1.0,PI34P3P,pail34p_cho_c
355,973,-1.0,PI34P3Pn_cho,h2o_n
996,973,-1.0,PI34P3Pn_cho,pail34p_cho_n
997,973,1.0,PI34P3Pn_cho,pail4p_cho_n
998,973,1.0,PI34P3Pn_cho,pi_n
13,974,-1.0,PI34P4P,h2o_c
53,974,1.0,PI34P4P,pi_c
602,974,1.0,PI34P4P,pail3p_cho_c
995,974,-1.0,PI34P4P,pail34p_cho_c
8,975,1.0,PI34P5K_cho,h_c
50,975,-1.0,PI34P5K_cho,atp_c
52,975,1.0,PI34P5K_cho,adp_c
994,975,1.0,PI34P5K_cho,pail345p_cho_c
995,975,-1.0,PI34P5K_cho,pail34p_cho_c
355,976,-1.0,PI3P3Pn_cho,h2o_n
998,976,1.0,PI3P3Pn_cho,pi_n
999,976,-1.0,PI3P3Pn_cho,pail3p_cho_n
1000,976,1.0,PI3P3Pn_cho,pail_cho_n
8,977,1.0,PI3P4K_cho,h_c
50,977,-1.0,PI3P4K_cho,atp_c
52,977,1.0,PI3P4K_cho,adp_c
602,977,-1.0,PI3P4K_cho,pail3p_cho_c
995,977,1.0,PI3P4K_cho,pail34p_cho_c
8,978,1.0,PI3P5K_cho,h_c
50,978,-1.0,PI3P5K_cho,atp_c
52,978,1.0,PI3P5K_cho,adp_c
602,978,-1.0,PI3P5K_cho,pail3p_cho_c
1001,978,1.0,PI3P5K_cho,pail35p_cho_c
8,979,1.0,PI45P3K_cho,h_c
50,979,-1.0,PI45P3K_cho,atp_c
52,979,1.0,PI45P3K_cho,adp_c
946,979,-1.0,PI45P3K_cho,pail45p_cho_c
994,979,1.0,PI45P3K_cho,pail345p_cho_c
13,980,-1.0,PI45P5P_cho,h2o_c
53,980,1.0,PI45P5P_cho,pi_c
945,980,1.0,PI45P5P_cho,pail4p_cho_c
946,980,-1.0,PI45P5P_cho,pail45p_cho_c
8,981,1.0,PI4P3K_cho,h_c
50,981,-1.0,PI4P3K_cho,atp_c
52,981,1.0,PI4P3K_cho,adp_c
945,981,-1.0,PI4P3K_cho,pail4p_cho_c
995,981,1.0,PI4P3K_cho,pail34p_cho_c
8,982,1.0,PI5P3K_cho,h_c
50,982,-1.0,PI5P3K_cho,atp_c
52,982,1.0,PI5P3K_cho,adp_c
1001,982,1.0,PI5P3K_cho,pail35p_cho_c
1003,982,-1.0,PI5P3K_cho,pail5p_cho_c
8,983,1.0,PI5P4K_cho,h_c
50,983,-1.0,PI5P4K_cho,atp_c
52,983,1.0,PI5P4K_cho,adp_c
946,983,1.0,PI5P4K_cho,pail45p_cho_c
1003,983,-1.0,PI5P4K_cho,pail5p_cho_c
8,984,1.0,PIK3_cho,h_c
50,984,-1.0,PIK3_cho,atp_c
52,984,1.0,PIK3_cho,adp_c
602,984,1.0,PIK3_cho,pail3p_cho_c
603,984,-1.0,PIK3_cho,pail_cho_c
8,985,1.0,PIK5_cho,h_c
50,985,-1.0,PIK5_cho,atp_c
52,985,1.0,PIK5_cho,adp_c
603,985,-1.0,PIK5_cho,pail_cho_c
1003,985,1.0,PIK5_cho,pail5p_cho_c
8,986,1.0,PMI12346PH,h_c
13,986,-1.0,PMI12346PH,h2o_c
53,986,1.0,PMI12346PH,pi_c
979,986,1.0,PMI12346PH,minohp_c
991,986,-1.0,PMI12346PH,ppmi12346p_c
354,987,1.0,PMI12346PHn,h_n
355,987,-1.0,PMI12346PHn,h2o_n
992,987,1.0,PMI12346PHn,minohp_n
993,987,-1.0,PMI12346PHn,ppmi12346p_n
998,987,1.0,PMI12346PHn,pi_n
50,988,-1.0,ADK1,atp_c
52,988,2.0,ADK1,adp_c
135,988,-1.0,ADK1,amp_c
131,989,-1.0,ADK1m,atp_m
134,989,-1.0,ADK1m,amp_m
608,989,2.0,ADK1m,adp_m
1004,990,-1.0,ADKd,damp_c
1005,990,-1.0,ADKd,datp_c
1006,990,2.0,ADKd,dadp_c
50,991,-1.0,ADNCYC,atp_c
136,991,1.0,ADNCYC,ppi_c
1007,991,1.0,ADNCYC,camp_c
8,992,2.0,ADPRDP,h_c
13,992,-1.0,ADPRDP,h2o_c
135,992,1.0,ADPRDP,amp_c
161,992,-1.0,ADPRDP,adprib_c
1008,992,1.0,ADPRDP,r5p_c
8,993,1.0,ADSK,h_c
15,993,1.0,ADSK,paps_c
50,993,-1.0,ADSK,atp_c
52,993,1.0,ADSK,adp_c
1009,993,-1.0,ADSK,aps_c
8,994,2.0,ADSS,h_c
53,994,1.0,ADSS,pi_c
91,994,1.0,ADSS,gdp_c
182,994,-1.0,ADSS,asp_L_c
451,994,-1.0,ADSS,gtp_c
1010,994,-1.0,ADSS,imp_c
1011,994,1.0,ADSS,dcamp_c
4,995,1.0,AMPDA,nh4_c
8,995,-1.0,AMPDA,h_c
13,995,-1.0,AMPDA,h2o_c
135,995,-1.0,AMPDA,amp_c
1010,995,1.0,AMPDA,imp_c
141,996,2.0,ATPH1e,h_e
197,996,-2.0,ATPH1e,h2o_e
288,996,2.0,ATPH1e,pi_e
1012,996,-1.0,ATPH1e,atp_e
1013,996,1.0,ATPH1e,amp_e
8,997,1.0,CYTDK1,h_c
50,997,-1.0,CYTDK1,atp_c
52,997,1.0,CYTDK1,adp_c
213,997,-1.0,CYTDK1,cytd_c
923,997,1.0,CYTDK1,cmp_c
50,998,-1.0,CYTK1,atp_c
52,998,1.0,CYTK1,adp_c
502,998,1.0,CYTK1,cdp_c
923,998,-1.0,CYTK1,cmp_c
502,999,1.0,CYTK10,cdp_c
923,999,-1.0,CYTK10,cmp_c
1014,999,-1.0,CYTK10,dgtp_c
1015,999,1.0,CYTK10,dgdp_c
951,1000,-1.0,CYTK10n,cmp_n
1016,1000,-1.0,CYTK10n,dgtp_n
1017,1000,1.0,CYTK10n,dgdp_n
1018,1000,1.0,CYTK10n,cdp_n
1014,1001,-1.0,CYTK11,dgtp_c
1015,1001,1.0,CYTK11,dgdp_c
1019,1001,-1.0,CYTK11,dcmp_c
1020,1001,1.0,CYTK11,dcdp_c
1016,1002,-1.0,CYTK11n,dgtp_n
1017,1002,1.0,CYTK11n,dgdp_n
1021,1002,-1.0,CYTK11n,dcmp_n
1022,1002,1.0,CYTK11n,dcdp_n
1019,1003,-1.0,CYTK12,dcmp_c
1020,1003,2.0,CYTK12,dcdp_c
1023,1003,-1.0,CYTK12,dctp_c
1021,1004,-1.0,CYTK12n,dcmp_n
1022,1004,2.0,CYTK12n,dcdp_n
1024,1004,-1.0,CYTK12n,dctp_n
1005,1005,-1.0,CYTK13,datp_c
1006,1005,1.0,CYTK13,dadp_c
1019,1005,-1.0,CYTK13,dcmp_c
1020,1005,1.0,CYTK13,dcdp_c
624,1006,-1.0,CYTK13n,datp_n
625,1006,1.0,CYTK13n,dadp_n
1021,1006,-1.0,CYTK13n,dcmp_n
1022,1006,1.0,CYTK13n,dcdp_n
455,1007,-1.0,CYTK14,utp_c
556,1007,1.0,CYTK14,udp_c
1019,1007,-1.0,CYTK14,dcmp_c
1020,1007,1.0,CYTK14,dcdp_c
627,1008,-1.0,CYTK14n,utp_n
1021,1008,-1.0,CYTK14n,dcmp_n
1022,1008,1.0,CYTK14n,dcdp_n
1025,1008,1.0,CYTK14n,udp_n
611,1009,-1.0,CYTK1n,atp_n
613,1009,1.0,CYTK1n,adp_n
951,1009,-1.0,CYTK1n,cmp_n
1018,1009,1.0,CYTK1n,cdp_n
50,1010,-1.0,CYTK2,atp_c
52,1010,1.0,CYTK2,adp_c
1019,1010,-1.0,CYTK2,dcmp_c
1020,1010,1.0,CYTK2,dcdp_c
611,1011,-1.0,CYTK2n,atp_n
613,1011,1.0,CYTK2n,adp_n
1021,1011,-1.0,CYTK2n,dcmp_n
1022,1011,1.0,CYTK2n,dcdp_n
91,1012,1.0,CYTK3,gdp_c
451,1012,-1.0,CYTK3,gtp_c
502,1012,1.0,CYTK3,cdp_c
923,1012,-1.0,CYTK3,cmp_c
1018,1013,1.0,CYTK5n,cdp_n
1021,1013,-1.0,CYTK5n,dcmp_n
1022,1013,1.0,CYTK5n,dcdp_n
1026,1013,-1.0,CYTK5n,ctp_n
91,1014,1.0,CYTK4,gdp_c
451,1014,-1.0,CYTK4,gtp_c
1019,1014,-1.0,CYTK4,dcmp_c
1020,1014,1.0,CYTK4,dcdp_c
1021,1015,-1.0,CYTK4n,dcmp_n
1022,1015,1.0,CYTK4n,dcdp_n
1027,1015,-1.0,CYTK4n,gtp_n
1028,1015,1.0,CYTK4n,gdp_n
500,1016,-1.0,CYTK5,ctp_c
502,1016,1.0,CYTK5,cdp_c
1019,1016,-1.0,CYTK5,dcmp_c
1020,1016,1.0,CYTK5,dcdp_c
951,1017,-1.0,CYTK3n,cmp_n
1018,1017,1.0,CYTK3n,cdp_n
1027,1017,-1.0,CYTK3n,gtp_n
1028,1017,1.0,CYTK3n,gdp_n
500,1018,-1.0,CYTK6,ctp_c
502,1018,2.0,CYTK6,cdp_c
923,1018,-1.0,CYTK6,cmp_c
951,1019,-1.0,CYTK6n,cmp_n
1018,1019,2.0,CYTK6n,cdp_n
1026,1019,-1.0,CYTK6n,ctp_n
455,1020,-1.0,CYTK7,utp_c
502,1020,1.0,CYTK7,cdp_c
556,1020,1.0,CYTK7,udp_c
923,1020,-1.0,CYTK7,cmp_c
627,1021,-1.0,CYTK7n,utp_n
951,1021,-1.0,CYTK7n,cmp_n
1018,1021,1.0,CYTK7n,cdp_n
1025,1021,1.0,CYTK7n,udp_n
502,1022,1.0,CYTK8,cdp_c
923,1022,-1.0,CYTK8,cmp_c
1005,1022,-1.0,CYTK8,datp_c
1006,1022,1.0,CYTK8,dadp_c
624,1023,-1.0,CYTK8n,datp_n
625,1023,1.0,CYTK8n,dadp_n
951,1023,-1.0,CYTK8n,cmp_n
1018,1023,1.0,CYTK8n,cdp_n
502,1024,1.0,CYTK9,cdp_c
923,1024,-1.0,CYTK9,cmp_c
